ICD-10 code	ICD-10 code description	ICD-10 group	Ideation or action	Past or present 
T52.1X2D	Toxic effect of benzene, intentional self-harm, subsequent encounter	self_harm	action	past
T52.1X2D	Toxic effect of benzene, intentional self-harm, subsequent encounter	self_harm	action	present
T52.1X2S	Toxic effect of benzene, intentional self-harm, sequela	self_harm	action	past
T52.1X2S	Toxic effect of benzene, intentional self-harm, sequela	self_harm	action	present
T52.2X2	Toxic effect of homologues of benzene, intentional self-harm	self_harm	action	present
T52.2X2A	Toxic effect of homologues of benzene, self-harm, initial	self_harm	action	present
T52.2X2D	Toxic effect of homologues of benzene, self-harm, subsequent	self_harm	action	past
T52.2X2D	Toxic effect of homologues of benzene, self-harm, subsequent	self_harm	action	present
T52.2X2S	Toxic effect of homologues of benzene, self-harm, sequela	self_harm	action	past
T52.2X2S	Toxic effect of homologues of benzene, self-harm, sequela	self_harm	action	present
T52.3X2	Toxic effect of glycols, intentional self-harm	self_harm	action	present
T52.3X2A	Toxic effect of glycols, intentional self-harm, initial encounter	self_harm	action	present
T52.3X2D	Toxic effect of glycols, intentional self-harm, subsequent encounter	self_harm	action	past
T52.3X2D	Toxic effect of glycols, intentional self-harm, subsequent encounter	self_harm	action	present
T52.3X2S	Toxic effect of glycols, intentional self-harm, sequela	self_harm	action	past
T52.3X2S	Toxic effect of glycols, intentional self-harm, sequela	self_harm	action	present
T52.4X2	Toxic effect of ketones, intentional self-harm	self_harm	action	present
T52.4X2A	Toxic effect of ketones, intentional self-harm, initial encounter	self_harm	action	present
T52.4X2D	Toxic effect of ketones, intentional self-harm, subsequent encounter	self_harm	action	past
T52.4X2D	Toxic effect of ketones, intentional self-harm, subsequent encounter	self_harm	action	present
T52.4X2S	Toxic effect of ketones, intentional self-harm, sequela	self_harm	action	past
T52.4X2S	Toxic effect of ketones, intentional self-harm, sequela	self_harm	action	present
T52.8X2	Toxic effect of other organic solvents, intentional self-harm	self_harm	action	present
T52.8X2A	Toxic effect of organic solvents, self-harm, initial	self_harm	action	present
T52.8X2D	Toxic effect of organic solvents, self-harm, subsequent	self_harm	action	past
T52.8X2D	Toxic effect of organic solvents, self-harm, subsequent	self_harm	action	present
T52.8X2S	Toxic effect of organic solvents, self-harm, sequela	self_harm	action	past
T52.8X2S	Toxic effect of organic solvents, self-harm, sequela	self_harm	action	present
T52.92XA	Toxic effect of unspecified organic solvent, self-harm, initial	self_harm	action	present
T52.92XD	Toxic effect of unspecified organic solvent, self-harm, subsequent	self_harm	action	past
T52.92XD	Toxic effect of unspecified organic solvent, self-harm, subsequent	self_harm	action	present
T52.92XS	Toxic effect of unspecified organic solvent, self-harm, sequela	self_harm	action	past
T52.92XS	Toxic effect of unspecified organic solvent, self-harm, sequela	self_harm	action	present
T53.0X2	Toxic effect of carbon tetrachloride, intentional self-harm	self_harm	action	present
T53.0X2A	Toxic effect of carbon tetrachloride, self-harm, initial	self_harm	action	present
T53.0X2D	Toxic effect of carbon tetrachloride, self-harm, subsequent	self_harm	action	past
T53.0X2D	Toxic effect of carbon tetrachloride, self-harm, subsequent	self_harm	action	present
T53.0X2S	Toxic effect of carbon tetrachloride, self-harm, sequela	self_harm	action	past
T53.0X2S	Toxic effect of carbon tetrachloride, self-harm, sequela	self_harm	action	present
T53.1X2	Toxic effect of chloroform, intentional self-harm	self_harm	action	present
T53.1X2A	Toxic effect of chloroform, intentional self-harm, initial	self_harm	action	present
T53.1X2D	Toxic effect of chloroform, intentional self-harm, subsequent	self_harm	action	past
T53.1X2D	Toxic effect of chloroform, intentional self-harm, subsequent	self_harm	action	present
T53.1X2S	Toxic effect of chloroform, intentional self-harm, sequela	self_harm	action	past
T53.1X2S	Toxic effect of chloroform, intentional self-harm, sequela	self_harm	action	present
T53.2X2	Toxic effect of trichloroethylene, intentional self-harm	self_harm	action	present
T53.2X2A	Toxic effect of trichloroethylene, self-harm, initial	self_harm	action	present
T53.2X2D	Toxic effect of trichloroethylene, self-harm, subsequent	self_harm	action	past
T53.2X2D	Toxic effect of trichloroethylene, self-harm, subsequent	self_harm	action	present
T53.2X2S	Toxic effect of trichloroethylene, self-harm, sequela	self_harm	action	past
T53.2X2S	Toxic effect of trichloroethylene, self-harm, sequela	self_harm	action	present
T53.3X2	Toxic effect of tetrachloroethylene, intentional self-harm	self_harm	action	present
T53.3X2A	Toxic effect of tetrachloroethylene, self-harm, initial	self_harm	action	present
T53.3X2D	Toxic effect of tetrachloroethylene, self-harm, subsequent	self_harm	action	past
T53.3X2D	Toxic effect of tetrachloroethylene, self-harm, subsequent	self_harm	action	present
T53.3X2S	Toxic effect of tetrachloroethylene, self-harm, sequela	self_harm	action	past
T53.3X2S	Toxic effect of tetrachloroethylene, self-harm, sequela	self_harm	action	present
T53.4X2	Toxic effect of dichloromethane, intentional self-harm	self_harm	action	present
T53.4X2A	Toxic effect of dichloromethane, intentional self-harm, initial	self_harm	action	present
T53.4X2D	Toxic effect of dichloromethane, intentional self-harm, subsequent	self_harm	action	past
T53.4X2D	Toxic effect of dichloromethane, intentional self-harm, subsequent	self_harm	action	present
T53.4X2S	Toxic effect of dichloromethane, self-harm, sequela	self_harm	action	past
T53.4X2S	Toxic effect of dichloromethane, self-harm, sequela	self_harm	action	present
T53.5X2	Toxic effect of chlorofluorocarbons, intentional self-harm	self_harm	action	present
T53.5X2A	Toxic effect of chlorofluorocarbons, self-harm, initial	self_harm	action	present
T53.5X2D	Toxic effect of chlorofluorocarbons, self-harm, subsequent	self_harm	action	past
T53.5X2D	Toxic effect of chlorofluorocarbons, self-harm, subsequent	self_harm	action	present
T53.5X2S	Toxic effect of chlorofluorocarbons, self-harm, sequela	self_harm	action	past
T53.5X2S	Toxic effect of chlorofluorocarbons, self-harm, sequela	self_harm	action	present
T53.6X2	Toxic effect of halogen deriv of aliphatic hydrocrb, Self-harm	self_harm	action	present
T53.6X2A	Toxic effect of halgn deriv of aliphatic hydrocrb, Self-harm, initial	self_harm	action	present
T53.6X2D	Toxic effect of halgn deriv of aliphatic hydrocrb, Self-harm, subsequent	self_harm	action	past
T53.6X2D	Toxic effect of halgn deriv of aliphatic hydrocrb, Self-harm, subsequent	self_harm	action	present
T53.6X2S	Toxic effect of halgn deriv of aliphatic hydrocrb, Self-harm, sequela	self_harm	action	past
T53.6X2S	Toxic effect of halgn deriv of aliphatic hydrocrb, Self-harm, sequela	self_harm	action	present
T53.7X2	Toxic effect of halogen deriv of aromatic hydrocrb, Self-harm	self_harm	action	present
T53.7X2A	Toxic effect of halgn deriv of aromatic hydrocrb, Self-harm, initial	self_harm	action	present
T53.7X2D	Toxic effect of halgn deriv of aromatic hydrocrb, Self-harm, subsequent	self_harm	action	past
T53.7X2D	Toxic effect of halgn deriv of aromatic hydrocrb, Self-harm, subsequent	self_harm	action	present
T53.7X2S	Toxic effect of halgn deriv of aromatic hydrocrb, Self-harm, sequela	self_harm	action	past
T53.7X2S	Toxic effect of halgn deriv of aromatic hydrocrb, Self-harm, sequela	self_harm	action	present
T53.92XA	Toxic effect of unspecified halgn deriv of aromat hydrocrb,Self-harm, initial	self_harm	action	present
T53.92XD	Toxic effect of unspecified halgn deriv of aromat hydrocrb,Self-harm, subsequent	self_harm	action	past
T53.92XD	Toxic effect of unspecified halgn deriv of aromat hydrocrb,Self-harm, subsequent	self_harm	action	present
T53.92XS	Toxic effect of unspecified halgn deriv of aromat hydrocrb,Self-harm, sequela	self_harm	action	past
T53.92XS	Toxic effect of unspecified halgn deriv of aromat hydrocrb,Self-harm, sequela	self_harm	action	present
T54.0X2	Toxic effect of phenol and phenol homologues, self-harm	self_harm	action	present
T54.0X2A	Toxic effect of phenol and phenol homolog, self-harm, initial	self_harm	action	present
T54.0X2D	Toxic effect of phenol and phenol homolog, self-harm, subsequent	self_harm	action	past
T54.0X2D	Toxic effect of phenol and phenol homolog, self-harm, subsequent	self_harm	action	present
T54.0X2S	Toxic effect of phenol and phenol homolog, Self-harm, sequela	self_harm	action	past
T54.0X2S	Toxic effect of phenol and phenol homolog, Self-harm, sequela	self_harm	action	present
T54.1X2	Toxic effect of corrosive organic compounds, self-harm	self_harm	action	present
T54.1X2A	Toxic effect of corrosive organic compounds, self-harm, initial	self_harm	action	present
T54.1X2D	Toxic effect of corrosive organic compounds, self-harm, subsequent	self_harm	action	past
T54.1X2D	Toxic effect of corrosive organic compounds, self-harm, subsequent	self_harm	action	present
T54.1X2S	Toxic effect of corrosive organic compnd, self-harm, sequela	self_harm	action	past
T54.1X2S	Toxic effect of corrosive organic compnd, self-harm, sequela	self_harm	action	present
T54.2X2	Toxic effect of corrosv acids and acid-like substnc, Self-harm	self_harm	action	present
T54.2X2A	Toxic effect of corrosv acids & acid-like substnc, Self-harm, initial	self_harm	action	present
T54.2X2D	Toxic effect of corrosv acids & acid-like substnc, Self-harm, subsequent	self_harm	action	past
T54.2X2D	Toxic effect of corrosv acids & acid-like substnc, Self-harm, subsequent	self_harm	action	present
T54.2X2S	Toxic effect of corrosv acids & acid-like substnc, Self-harm, sequela	self_harm	action	past
T54.2X2S	Toxic effect of corrosv acids & acid-like substnc, Self-harm, sequela	self_harm	action	present
T54.3X2	Toxic effect of corrosv alkalis and alk-like substnc, Self-harm	self_harm	action	present
T54.3X2A	Toxic effect of corrosv alkalis & alk-like substnc, Self-harm, initial	self_harm	action	present
T54.3X2D	Toxic effect of corrosv alkalis & alk-like substnc, Self-harm, subsequent	self_harm	action	past
T54.3X2D	Toxic effect of corrosv alkalis & alk-like substnc, Self-harm, subsequent	self_harm	action	present
T54.3X2S	Toxic effect of corrosv alkalis & alk-like substnc, Self-harm, sequela	self_harm	action	past
T54.3X2S	Toxic effect of corrosv alkalis & alk-like substnc, Self-harm, sequela	self_harm	action	present
T54.92XA	Toxic effect of unspecified corrosive substance, self-harm, initial	self_harm	action	present
T54.92XD	Toxic effect of unspecified corrosive substance, self-harm, subsequent	self_harm	action	past
T54.92XD	Toxic effect of unspecified corrosive substance, self-harm, subsequent	self_harm	action	present
T54.92XS	Toxic effect of unspecified corrosive substance, self-harm, sequela	self_harm	action	past
T54.92XS	Toxic effect of unspecified corrosive substance, self-harm, sequela	self_harm	action	present
T55.0X2	Toxic effect of soaps, intentional self-harm	self_harm	action	present
T55.0X2A	Toxic effect of soaps, intentional self-harm, initial encounter	self_harm	action	present
T55.0X2D	Toxic effect of soaps, intentional self-harm, subsequent encounter	self_harm	action	past
T55.0X2D	Toxic effect of soaps, intentional self-harm, subsequent encounter	self_harm	action	present
T55.0X2S	Toxic effect of soaps, intentional self-harm, sequela	self_harm	action	past
T55.0X2S	Toxic effect of soaps, intentional self-harm, sequela	self_harm	action	present
T55.1X2	Toxic effect of detergents, intentional self-harm	self_harm	action	present
T55.1X2A	Toxic effect of detergents, intentional self-harm, initial	self_harm	action	present
T55.1X2D	Toxic effect of detergents, intentional self-harm, subsequent	self_harm	action	past
T55.1X2D	Toxic effect of detergents, intentional self-harm, subsequent	self_harm	action	present
T55.1X2S	Toxic effect of detergents, intentional self-harm, sequela	self_harm	action	past
T55.1X2S	Toxic effect of detergents, intentional self-harm, sequela	self_harm	action	present
T56.0X2	Toxic effect of lead and its compounds, self-harm	self_harm	action	present
T56.0X2A	Toxic effect of lead and its compounds, self-harm, initial	self_harm	action	present
T56.0X2D	Toxic effect of lead and its compounds, self-harm, subsequent	self_harm	action	past
T56.0X2D	Toxic effect of lead and its compounds, self-harm, subsequent	self_harm	action	present
T56.0X2S	Toxic effect of lead and its compounds, self-harm, sequela	self_harm	action	past
T56.0X2S	Toxic effect of lead and its compounds, self-harm, sequela	self_harm	action	present
T56.1X2	Toxic effect of mercury and its compounds, self-harm	self_harm	action	present
T56.1X2A	Toxic effect of mercury and its compounds, self-harm, initial	self_harm	action	present
T56.1X2D	Toxic effect of mercury and its compounds, self-harm, subsequent	self_harm	action	past
T56.1X2D	Toxic effect of mercury and its compounds, self-harm, subsequent	self_harm	action	present
T56.1X2S	Toxic effect of mercury and its compnd, self-harm, sequela	self_harm	action	past
T56.1X2S	Toxic effect of mercury and its compnd, self-harm, sequela	self_harm	action	present
T56.2X2	Toxic effect of chromium and its compounds, self-harm	self_harm	action	present
T56.2X2A	Toxic effect of chromium and its compounds, self-harm, initial	self_harm	action	present
T56.2X2D	Toxic effect of chromium and its compounds, self-harm, subsequent	self_harm	action	past
T56.2X2D	Toxic effect of chromium and its compounds, self-harm, subsequent	self_harm	action	present
T56.2X2S	Toxic effect of chromium and its compnd, self-harm, sequela	self_harm	action	past
T56.2X2S	Toxic effect of chromium and its compnd, self-harm, sequela	self_harm	action	present
T56.3X2	Toxic effect of cadmium and its compounds, self-harm	self_harm	action	present
T56.3X2A	Toxic effect of cadmium and its compounds, self-harm, initial	self_harm	action	present
T56.3X2D	Toxic effect of cadmium and its compounds, self-harm, subsequent	self_harm	action	past
T56.3X2D	Toxic effect of cadmium and its compounds, self-harm, subsequent	self_harm	action	present
T56.3X2S	Toxic effect of cadmium and its compnd, self-harm, sequela	self_harm	action	past
T56.3X2S	Toxic effect of cadmium and its compnd, self-harm, sequela	self_harm	action	present
T56.4X2	Toxic effect of copper and its compounds, self-harm	self_harm	action	present
T56.4X2A	Toxic effect of copper and its compounds, self-harm, initial	self_harm	action	present
T56.4X2D	Toxic effect of copper and its compounds, self-harm, subsequent	self_harm	action	past
T56.4X2D	Toxic effect of copper and its compounds, self-harm, subsequent	self_harm	action	present
T56.4X2S	Toxic effect of copper and its compounds, self-harm, sequela	self_harm	action	past
T56.4X2S	Toxic effect of copper and its compounds, self-harm, sequela	self_harm	action	present
T56.5X2	Toxic effect of zinc and its compounds, self-harm	self_harm	action	present
T56.5X2A	Toxic effect of zinc and its compounds, self-harm, initial	self_harm	action	present
T56.5X2D	Toxic effect of zinc and its compounds, self-harm, subsequent	self_harm	action	past
T56.5X2D	Toxic effect of zinc and its compounds, self-harm, subsequent	self_harm	action	present
T56.5X2S	Toxic effect of zinc and its compounds, self-harm, sequela	self_harm	action	past
T56.5X2S	Toxic effect of zinc and its compounds, self-harm, sequela	self_harm	action	present
T56.6X2	Toxic effect of tin and its compounds, intentional self-harm	self_harm	action	present
T56.6X2A	Toxic effect of tin and its compounds, self-harm, initial	self_harm	action	present
T56.6X2D	Toxic effect of tin and its compounds, self-harm, subsequent	self_harm	action	past
T56.6X2D	Toxic effect of tin and its compounds, self-harm, subsequent	self_harm	action	present
T56.6X2S	Toxic effect of tin and its compounds, self-harm, sequela	self_harm	action	past
T56.6X2S	Toxic effect of tin and its compounds, self-harm, sequela	self_harm	action	present
T56.7X2	Toxic effect of beryllium and its compounds, self-harm	self_harm	action	present
T56.7X2A	Toxic effect of beryllium and its compounds, self-harm, initial	self_harm	action	present
T56.7X2D	Toxic effect of beryllium and its compounds, self-harm, subsequent	self_harm	action	past
T56.7X2D	Toxic effect of beryllium and its compounds, self-harm, subsequent	self_harm	action	present
T56.7X2S	Toxic effect of beryllium and its compnd, self-harm, sequela	self_harm	action	past
T56.7X2S	Toxic effect of beryllium and its compnd, self-harm, sequela	self_harm	action	present
T56.812	Toxic effect of thallium, intentional self-harm	self_harm	action	present
T56.812A	Toxic effect of thallium, intentional self-harm, initial encounter	self_harm	action	present
T56.812D	Toxic effect of thallium, intentional self-harm, subsequent encounter	self_harm	action	past
T56.812D	Toxic effect of thallium, intentional self-harm, subsequent encounter	self_harm	action	present
T56.812S	Toxic effect of thallium, intentional self-harm, sequela	self_harm	action	past
T56.812S	Toxic effect of thallium, intentional self-harm, sequela	self_harm	action	present
T56.892	Toxic effect of other metals, intentional self-harm	self_harm	action	present
T56.892A	Toxic effect of other metals, intentional self-harm, initial	self_harm	action	present
T56.892D	Toxic effect of other metals, intentional self-harm, subsequent	self_harm	action	past
T56.892D	Toxic effect of other metals, intentional self-harm, subsequent	self_harm	action	present
T56.892S	Toxic effect of other metals, intentional self-harm, sequela	self_harm	action	past
T56.892S	Toxic effect of other metals, intentional self-harm, sequela	self_harm	action	present
T56.92XA	Toxic effect of unspecified metal, intentional self-harm, initial	self_harm	action	present
T56.92XD	Toxic effect of unspecified metal, intentional self-harm, subsequent	self_harm	action	past
T56.92XD	Toxic effect of unspecified metal, intentional self-harm, subsequent	self_harm	action	present
T56.92XS	Toxic effect of unspecified metal, intentional self-harm, sequela	self_harm	action	past
T56.92XS	Toxic effect of unspecified metal, intentional self-harm, sequela	self_harm	action	present
T57.0X2	Toxic effect of arsenic and its compounds, self-harm	self_harm	action	present
T57.0X2A	Toxic effect of arsenic and its compounds, self-harm, initial	self_harm	action	present
T57.0X2D	Toxic effect of arsenic and its compounds, self-harm, subsequent	self_harm	action	past
T57.0X2D	Toxic effect of arsenic and its compounds, self-harm, subsequent	self_harm	action	present
T57.0X2S	Toxic effect of arsenic and its compnd, self-harm, sequela	self_harm	action	past
T57.0X2S	Toxic effect of arsenic and its compnd, self-harm, sequela	self_harm	action	present
T57.1X2	Toxic effect of phosphorus and its compounds, self-harm	self_harm	action	present
T57.1X2A	Toxic effect of phosphorus and its compnd, self-harm, initial	self_harm	action	present
T57.1X2D	Toxic effect of phosphorus and its compnd, self-harm, subsequent	self_harm	action	past
T57.1X2D	Toxic effect of phosphorus and its compnd, self-harm, subsequent	self_harm	action	present
T57.1X2S	Toxic effect of phosphorus and its compnd, Self-harm, sequela	self_harm	action	past
T57.1X2S	Toxic effect of phosphorus and its compnd, Self-harm, sequela	self_harm	action	present
T57.2X2	Toxic effect of manganese and its compounds, self-harm	self_harm	action	present
T57.2X2A	Toxic effect of manganese and its compounds, self-harm, initial	self_harm	action	present
T57.2X2D	Toxic effect of manganese and its compounds, self-harm, subsequent	self_harm	action	past
T57.2X2D	Toxic effect of manganese and its compounds, self-harm, subsequent	self_harm	action	present
T57.2X2S	Toxic effect of manganese and its compnd, self-harm, sequela	self_harm	action	past
T57.2X2S	Toxic effect of manganese and its compnd, self-harm, sequela	self_harm	action	present
T57.3X2	Toxic effect of hydrogen cyanide, intentional self-harm	self_harm	action	present
T57.3X2A	Toxic effect of hydrogen cyanide, self-harm, initial	self_harm	action	present
T57.3X2D	Toxic effect of hydrogen cyanide, self-harm, subsequent	self_harm	action	past
T57.3X2D	Toxic effect of hydrogen cyanide, self-harm, subsequent	self_harm	action	present
T57.3X2S	Toxic effect of hydrogen cyanide, self-harm, sequela	self_harm	action	past
T57.3X2S	Toxic effect of hydrogen cyanide, self-harm, sequela	self_harm	action	present
T57.8X2	Toxic effect of inorganic substances, intentional self-harm	self_harm	action	present
T57.8X2A	Toxic effect of inorganic substances, self-harm, initial	self_harm	action	present
T57.8X2D	Toxic effect of inorganic substances, self-harm, subsequent	self_harm	action	past
T57.8X2D	Toxic effect of inorganic substances, self-harm, subsequent	self_harm	action	present
T57.8X2S	Toxic effect of inorganic substances, self-harm, sequela	self_harm	action	past
T57.8X2S	Toxic effect of inorganic substances, self-harm, sequela	self_harm	action	present
T57.92XA	Toxic effect of unspecified inorganic substance, self-harm, initial	self_harm	action	present
T57.92XD	Toxic effect of unspecified inorganic substance, self-harm, subsequent	self_harm	action	past
T57.92XD	Toxic effect of unspecified inorganic substance, self-harm, subsequent	self_harm	action	present
T57.92XS	Toxic effect of unspecified inorganic substance, self-harm, sequela	self_harm	action	past
T57.92XS	Toxic effect of unspecified inorganic substance, self-harm, sequela	self_harm	action	present
T58.02XA	Toxic effect of carb monx from mtr veh exhaust, Self-harm, initial	self_harm	action	present
T58.02XD	Toxic effect of carb monx from mtr veh exhaust, Self-harm, subsequent	self_harm	action	past
T58.02XD	Toxic effect of carb monx from mtr veh exhaust, Self-harm, subsequent	self_harm	action	present
T58.02XS	Toxic effect of carb monx from mtr veh exhaust, Self-harm, sequela	self_harm	action	past
T58.02XS	Toxic effect of carb monx from mtr veh exhaust, Self-harm, sequela	self_harm	action	present
T58.12XA	Toxic effect of carb monx from utility gas, self-harm, initial	self_harm	action	present
T58.12XD	Toxic effect of carb monx from utility gas, self-harm, subsequent	self_harm	action	past
T58.12XD	Toxic effect of carb monx from utility gas, self-harm, subsequent	self_harm	action	present
T58.12XS	Toxic effect of carb monx from utility gas, Self-harm, sequela	self_harm	action	past
T58.12XS	Toxic effect of carb monx from utility gas, Self-harm, sequela	self_harm	action	present
T58.2X2	Toxic effect of carb monx from incmpl combst dmst fuel, Self-harm	self_harm	action	present
T58.2X2A	Toxic effect of carb monx fr incmpl combst dmst fuel,Self-harm,init	self_harm	action	present
T58.2X2D	Toxic effect of carb monx fr incmpl combst dmst fuel,Self-harm,subs	self_harm	action	past
T58.2X2D	Toxic effect of carb monx fr incmpl combst dmst fuel,Self-harm,subs	self_harm	action	present
T58.2X2S	Toxic effect of carb monx fr incmpl combst dmst fuel,Self-harm,sequela	self_harm	action	past
T58.2X2S	Toxic effect of carb monx fr incmpl combst dmst fuel,Self-harm,sequela	self_harm	action	present
T58.8X2	Toxic effect of carbon monoxide from other source, self-harm	self_harm	action	present
T58.8X2A	Toxic effect of carb monx from other source, self-harm, initial	self_harm	action	present
T58.8X2D	Toxic effect of carb monx from other source, self-harm, subsequent	self_harm	action	past
T58.8X2D	Toxic effect of carb monx from other source, self-harm, subsequent	self_harm	action	present
T58.8X2S	Toxic effect of carb monx from other source, Self-harm, sequela	self_harm	action	past
T58.8X2S	Toxic effect of carb monx from other source, Self-harm, sequela	self_harm	action	present
T58.92XA	Toxic effect of carb monx from unspecified source, self-harm, initial	self_harm	action	present
T58.92XD	Toxic effect of carb monx from unspecified source, self-harm, subsequent	self_harm	action	past
T58.92XD	Toxic effect of carb monx from unspecified source, self-harm, subsequent	self_harm	action	present
T58.92XS	Toxic effect of carb monx from unspecified source, Self-harm, sequela	self_harm	action	past
T58.92XS	Toxic effect of carb monx from unspecified source, Self-harm, sequela	self_harm	action	present
T59.0X2	Toxic effect of nitrogen oxides, intentional self-harm	self_harm	action	present
T59.0X2A	Toxic effect of nitrogen oxides, intentional self-harm, initial	self_harm	action	present
T59.0X2D	Toxic effect of nitrogen oxides, intentional self-harm, subsequent	self_harm	action	past
T59.0X2D	Toxic effect of nitrogen oxides, intentional self-harm, subsequent	self_harm	action	present
T59.0X2S	Toxic effect of nitrogen oxides, self-harm, sequela	self_harm	action	past
T59.0X2S	Toxic effect of nitrogen oxides, self-harm, sequela	self_harm	action	present
T59.1X2	Toxic effect of sulfur dioxide, intentional self-harm	self_harm	action	present
T59.1X2A	Toxic effect of sulfur dioxide, intentional self-harm, initial	self_harm	action	present
T59.1X2D	Toxic effect of sulfur dioxide, intentional self-harm, subsequent	self_harm	action	past
T59.1X2D	Toxic effect of sulfur dioxide, intentional self-harm, subsequent	self_harm	action	present
T59.1X2S	Toxic effect of sulfur dioxide, self-harm, sequela	self_harm	action	past
T59.1X2S	Toxic effect of sulfur dioxide, self-harm, sequela	self_harm	action	present
T59.2X2	Toxic effect of formaldehyde, intentional self-harm	self_harm	action	present
T59.2X2A	Toxic effect of formaldehyde, intentional self-harm, initial	self_harm	action	present
T59.2X2D	Toxic effect of formaldehyde, intentional self-harm, subsequent	self_harm	action	past
T59.2X2D	Toxic effect of formaldehyde, intentional self-harm, subsequent	self_harm	action	present
T59.2X2S	Toxic effect of formaldehyde, intentional self-harm, sequela	self_harm	action	past
T59.2X2S	Toxic effect of formaldehyde, intentional self-harm, sequela	self_harm	action	present
T59.3X2	Toxic effect of lacrimogenic gas, intentional self-harm	self_harm	action	present
T59.3X2A	Toxic effect of lacrimogenic gas, self-harm, initial	self_harm	action	present
T59.3X2D	Toxic effect of lacrimogenic gas, self-harm, subsequent	self_harm	action	past
T59.3X2D	Toxic effect of lacrimogenic gas, self-harm, subsequent	self_harm	action	present
T59.3X2S	Toxic effect of lacrimogenic gas, self-harm, sequela	self_harm	action	past
T59.3X2S	Toxic effect of lacrimogenic gas, self-harm, sequela	self_harm	action	present
T59.4X2	Toxic effect of chlorine gas, intentional self-harm	self_harm	action	present
T59.4X2A	Toxic effect of chlorine gas, intentional self-harm, initial	self_harm	action	present
T59.4X2D	Toxic effect of chlorine gas, intentional self-harm, subsequent	self_harm	action	past
T59.4X2D	Toxic effect of chlorine gas, intentional self-harm, subsequent	self_harm	action	present
T59.4X2S	Toxic effect of chlorine gas, intentional self-harm, sequela	self_harm	action	past
T59.4X2S	Toxic effect of chlorine gas, intentional self-harm, sequela	self_harm	action	present
T59.5X2	Toxic effect of fluorine gas and hydrogen fluoride, Self-harm	self_harm	action	present
T59.5X2A	Toxic effect of fluorine gas and hydrogen fluoride, Self-harm, initial	self_harm	action	present
T59.5X2D	Toxic effect of fluorine gas and hydrogen fluoride, Self-harm, subsequent	self_harm	action	past
T59.5X2D	Toxic effect of fluorine gas and hydrogen fluoride, Self-harm, subsequent	self_harm	action	present
T59.5X2S	Toxic effect of fluorine gas and hydrogen fluoride, Self-harm, sequela	self_harm	action	past
T59.5X2S	Toxic effect of fluorine gas and hydrogen fluoride, Self-harm, sequela	self_harm	action	present
T59.6X2	Toxic effect of hydrogen sulfide, intentional self-harm	self_harm	action	present
T59.6X2A	Toxic effect of hydrogen sulfide, self-harm, initial	self_harm	action	present
T59.6X2D	Toxic effect of hydrogen sulfide, self-harm, subsequent	self_harm	action	past
T59.6X2D	Toxic effect of hydrogen sulfide, self-harm, subsequent	self_harm	action	present
T59.6X2S	Toxic effect of hydrogen sulfide, self-harm, sequela	self_harm	action	past
T59.6X2S	Toxic effect of hydrogen sulfide, self-harm, sequela	self_harm	action	present
T59.7X2	Toxic effect of carbon dioxide, intentional self-harm	self_harm	action	present
T59.7X2A	Toxic effect of carbon dioxide, intentional self-harm, initial	self_harm	action	present
T59.7X2D	Toxic effect of carbon dioxide, intentional self-harm, subsequent	self_harm	action	past
T59.7X2D	Toxic effect of carbon dioxide, intentional self-harm, subsequent	self_harm	action	present
T59.7X2S	Toxic effect of carbon dioxide, self-harm, sequela	self_harm	action	past
T59.7X2S	Toxic effect of carbon dioxide, self-harm, sequela	self_harm	action	present
T59.812	Toxic effect of smoke, intentional self-harm	self_harm	action	present
T59.812A	Toxic effect of smoke, intentional self-harm, initial encounter	self_harm	action	present
T59.812D	Toxic effect of smoke, intentional self-harm, subsequent encounter	self_harm	action	past
T59.812D	Toxic effect of smoke, intentional self-harm, subsequent encounter	self_harm	action	present
T59.812S	Toxic effect of smoke, intentional self-harm, sequela	self_harm	action	past
T59.812S	Toxic effect of smoke, intentional self-harm, sequela	self_harm	action	present
T59.892	Toxic effect of gases, fumes and vapors, self-harm	self_harm	action	present
T59.892A	Toxic effect of gases, fumes and vapors, self-harm, initial	self_harm	action	present
T59.892D	Toxic effect of gases, fumes and vapors, self-harm, subsequent	self_harm	action	past
T59.892D	Toxic effect of gases, fumes and vapors, self-harm, subsequent	self_harm	action	present
T59.892S	Toxic effect of gases, fumes and vapors, self-harm, sequela	self_harm	action	past
T59.892S	Toxic effect of gases, fumes and vapors, self-harm, sequela	self_harm	action	present
T59.92XA	Toxic effect of unspecified gases, fumes and vapors, Self-harm, initial	self_harm	action	present
T59.92XD	Toxic effect of unspecified gases, fumes and vapors, Self-harm, subsequent	self_harm	action	past
T59.92XD	Toxic effect of unspecified gases, fumes and vapors, Self-harm, subsequent	self_harm	action	present
T59.92XS	Toxic effect of unspecified gases, fumes and vapors, Self-harm, sequela	self_harm	action	past
T59.92XS	Toxic effect of unspecified gases, fumes and vapors, Self-harm, sequela	self_harm	action	present
T60.0X2	Toxic effect of organophos and carbamate insect, self-harm	self_harm	action	present
T60.0X2A	Toxic effect of organophos and carbamate insect, Self-harm, initial	self_harm	action	present
T60.0X2D	Toxic effect of organophos and carbamate insect, Self-harm, subsequent	self_harm	action	past
T60.0X2D	Toxic effect of organophos and carbamate insect, Self-harm, subsequent	self_harm	action	present
T60.0X2S	Toxic effect of organophos and carbamate insect, Self-harm, sequela	self_harm	action	past
